-5.0232e-10,9.389e-10,-3.8825e-10,-4.7951e-10,5.8959e-10,0,-2.6387e-09,-2.1343e-09,-3.6096e-08,-1.4882e-07,-3.4337e-07,-3.4732e-07,6.2739e-07,3.8392e-06,9.8806e-06,1.6745e-05,2.0426e-05,1.9297e-05,1.2436e-05,-1.4973e-06,-4.0379e-05,-0.0001089,-0.00017215,-0.00018531,-0.00013117,-2.7218e-05,9.4138e-05,0.00021165,0.00030747,0.00036605,0.00037597,0.00033278,0.00024068,0.00011383,-3.2849e-05,-0.00018124,-0.0003065,-0.00038298,-0.00038924,-0.00031352,-0.00015926,4.803e-05,0.00026112,0.00042305,0.00050022,0.00048377,0.00038093,0.00021253,-4.4822e-05,-0.00040201,-0.00076371,-0.0009906,-0.00099606,-0.0007889,-0.00044382,-6.7671e-05,0.00025143,0.00047829,0.00060796,0.0006544,0.00063635,0.00056647,0.00045865,0.00032991,0.00019839,7.7714e-05,-2.4426e-05,-0.00010252,-0.00015336,-0.00017723,-0.00017667,-0.0001569,-0.00012456,-8.6213e-05,-4.7891e-05,-1.4468e-05,1.1471e-05,2.8533e-05,3.7107e-05,3.8627e-05,3.4936e-05,2.8111e-05,2e-05,1.2064e-05,5.2721e-06,7.6876e-08,-3.3555e-06,-5.1975e-06,-5.7436e-06,-5.3757e-06,-4.4693e-06,-3.3284e-06,-2.1542e-06,-1.1345e-06,-4.108e-07,5.7738e-09,1.7454e-07,1.9374e-07,1.5027e-07,9.922e-08,6.4052e-08
9.389e-10,-7.7996e-10,1.4514e-09,-5.975e-10,-7.3468e-10,8.9933e-10,0,-3.9893e-09,-3.2125e-09,-5.4089e-08,-2.2202e-07,-5.0997e-07,-5.1355e-07,9.2356e-07,5.6265e-06,1.4416e-05,2.4324e-05,2.9539e-05,2.7782e-05,1.7825e-05,-2.1366e-06,-5.7364e-05,-0.00015403,-0.0002424,-0.00025978,-0.00018307,-3.7818e-05,0.00013022,0.00029147,0.00042155,0.00049964,0.0005109,0.00045021,0.00032416,0.00015264,-4.3852e-05,-0.00024087,-0.00040554,-0.00050449,-0.00051046,-0.00040934,-0.000207,6.2153e-05,0.0003364,0.0005426,0.00063874,0.000615,0.00048211,0.00026778,-5.6225e-05,-0.00050205,-0.00094952,-0.0012262,-0.0012275,-0.00096785,-0.00054209,-8.2287e-05,0.00030438,0.00057644,0.00072948,0.00078172,0.00075678,0.00067069,0.00054062,0.00038716,0.00023178,9.0391e-05,-2.8284e-05,-0.00011819,-0.00017601,-0.0002025,-0.00020097,-0.00017769,-0.00014044,-9.6773e-05,-5.3519e-05,-1.6096e-05,1.2706e-05,3.1463e-05,4.0737e-05,4.2218e-05,3.8014e-05,3.0453e-05,2.1569e-05,1.2953e-05,5.6355e-06,8.1811e-08,-3.5551e-06,-5.4822e-06,-6.0314e-06,-5.62e-06,-4.6517e-06,-3.4489e-06,-2.2223e-06,-1.1652e-06,-4.2003e-07,5.8774e-09,1.7688e-07,1.9547e-07,1.5094e-07,9.922e-08
-3.8825e-10,1.4514e-09,-1.2003e-09,2.2237e-09,-9.114e-10,-1.1157e-09,1.3597e-09,0,-5.9779e-09,-4.7925e-09,-8.0334e-08,-3.2828e-07,-7.5071e-07,-7.5263e-07,1.3475e-06,8.1729e-06,2.0848e-05,3.5019e-05,4.2339e-05,3.9645e-05,2.5324e-05,-3.0219e-06,-8.0773e-05,-0.00021592,-0.0003383,-0.00036094,-0.00025323,-5.208e-05,0.00017853,0.00039784,0.00057284,0.00067594,0.00068811,0.00060368,0.00043273,0.00020286,-5.8022e-05,-0.00031729,-0.00053183,-0.00065866,-0.00066351,-0.0005297,-0.00026668,7.9717e-05,0.00042956,0.00068978,0.0008084,0.0007749,0.00060476,0.00033442,-6.9905e-05,-0.00062144,-0.0011701,-0.0015043,-0.0014992,-0.0011769,-0.00065625,-9.9174e-05,0.00036522,0.0006886,0.00086754,0.00092555,0.00089205,0.00078706,0.00063161,0.00045031,0.0002684,0.00010421,-3.2462e-05,-0.00013504,-0.00020022,-0.00022934,-0.0002266,-0.00019945,-0.00015694,-0.00010767,-5.9279e-05,-1.775e-05,1.3949e-05,3.4388e-05,4.4326e-05,4.5734e-05,4.0998e-05,3.2697e-05,2.3056e-05,1.3784e-05,5.9707e-06,8.6293e-08,-3.7332e-06,-5.7314e-06,-6.2775e-06,-5.8234e-06,-4.7987e-06,-3.5421e-06,-2.2722e-06,-1.1861e-06,-4.2567e-07,5.9299e-09,1.7767e-07,1.9547e-07,1.5027e-07
-4.7951e-10,-5.975e-10,2.2237e-09,-1.8309e-09,3.3769e-09,-1.3779e-09,-1.6792e-09,2.0374e-09,0,-8.8784e-09,-7.0862e-09,-1.1826e-07,-4.8111e-07,-1.0953e-06,-1.0932e-06,1.9487e-06,1.1767e-05,2.9881e-05,4.9971e-05,6.0149e-05,5.6071e-05,3.5657e-05,-4.2362e-06,-0.00011273,-0.0003,-0.00046796,-0.00049706,-0.00034718,-7.1086e-05,0.0002426,0.00053822,0.00077153,0.00090636,0.00091859,0.0008023,0.00057256,0.00026722,-7.6091e-05,-0.00041426,-0.00069128,-0.00085234,-0.0008548,-0.0006794,-0.00034053,0.00010134,0.00054365,0.00086912,0.0010141,0.00096773,0.00075191,0.00041394,-8.6145e-05,-0.00076241,-0.0014292,-0.0018292,-0.0018149,-0.0014184,-0.00078742,-0.00011847,0.00043434,0.00081529,0.0010226,0.0010861,0.0010422,0.00091545,0.00073139,0.00051914,0.00030804,0.00011907,-3.6928e-05,-0.00015294,-0.00022575,-0.00025743,-0.00025323,-0.00022191,-0.00017383,-0.00011873,-6.5078e-05,-1.94e-05,1.5178e-05,3.7252e-05,4.7805e-05,4.9105e-05,4.3824e-05,3.4796e-05,2.4428e-05,1.4539e-05,6.2699e-06,9.0214e-08,-3.8856e-06,-5.9388e-06,-6.4759e-06,-5.9808e-06,-4.9065e-06,-3.6057e-06,-2.3027e-06,-1.1967e-06,-4.2756e-07,5.9299e-09,1.7688e-07,1.9374e-07
5.8959e-10,-7.3468e-10,-9.114e-10,3.3769e-09,-2.7681e-09,5.0827e-09,-2.0647e-09,-2.5051e-09,3.026e-09,0,-1.307e-08,-1.0385e-08,-1.7254e-07,-6.9885e-07,-1.584e-06,-1.574e-06,2.7931e-06,1.6791e-05,4.2451e-05,7.0677e-05,8.4694e-05,7.8603e-05,4.9764e-05,-5.8859e-06,-0.00015593,-0.00041314,-0.00064158,-0.00067846,-0.00047178,-9.617e-05,0.00032675,0.0007217,0.00103,0.0012046,0.0012154,0.0010568,0.00075087,0.00034888,-9.8904e-05,-0.00053607,-0.00089059,-0.0010932,-0.0010915,-0.00086368,-0.00043098,0.00012769,0.00068196,0.0010854,0.0012608,0.0011979,0.00092658,0.00050784,-0.00010522,-0.00092707,-0.0017301,-0.0022046,-0.0021777,-0.0016944,-0.00093645,-0.00014027,0.00051198,0.00095675,0.0011947,0.0012633,0.0012068,0.0010554,0.00083943,0.00059318,0.00035042,0.00013485,-4.1636e-05,-0.00017167,-0.00025228,-0.00028641,-0.00028048,-0.0002447,-0.00019084,-0.00012976,-7.0813e-05,-2.1016e-05,1.6369e-05,3.9998e-05,5.1101e-05,5.2257e-05,4.643e-05,3.6702e-05,2.5651e-05,1.52e-05,6.5258e-06,9.348e-08,-4.0084e-06,-6.0993e-06,-6.6214e-06,-6.088e-06,-4.9724e-06,-3.6379e-06,-2.313e-06,-1.1967e-06,-4.2567e-07,5.8774e-09,1.7454e-07
0,8.9933e-10,-1.1157e-09,-1.3779e-09,5.0827e-09,-4.1479e-09,7.5825e-09,-3.0666e-09,-3.7041e-09,4.4544e-09,0,-1.9069e-08,-1.5085e-08,-2.4952e-07,-1.0061e-06,-2.2703e-06,-2.246e-06,3.968e-06,2.3748e-05,5.9774e-05,9.9076e-05,0.0001182,0.00010921,6.8837e-05,-8.1057e-06,-0.00021379,-0.00056392,-0.00087184,-0.00091787,-0.00063543,-0.00012895,0.0004362,0.00095915,0.0013628,0.0015867,0.0015939,0.0013798,0.00097599,0.00045147,-0.00012742,-0.00068757,-0.0011372,-0.0013897,-0.0013814,-0.0010882,-0.00054063,0.00015946,0.00084789,0.0013435,0.0015537,0.0014696,0.0011317,0.00061753,-0.00012738,-0.0011173,-0.002076,-0.0026336,-0.0025899,-0.0020061,-0.0011038,-0.0001646,0.00059815,0.0011128,0.0013834,0.0014564,0.0013851,0.0012059,0.00095491,0.00067179,0.0003951,0.00015137,-4.6529e-05,-0.000191,-0.00027943,-0.00031583,-0.00030792,-0.00026745,-0.00020765,-0.00014057,-7.637e-05,-2.2564e-05,1.7498e-05,4.2566e-05,5.414e-05,5.512e-05,4.8757e-05,3.837e-05,2.6698e-05,1.575e-05,6.732e-06,9.6006e-08,-4.0984e-06,-6.2087e-06,-6.7103e-06,-6.1424e-06,-4.9945e-06,-3.6379e-06,-2.3027e-06,-1.1861e-06,-4.2003e-07,5.7738e-09
-2.6387e-09,0,1.3597e-09,-1.6792e-09,-2.0647e-09,7.5825e-09,-6.1605e-09,1.1212e-08,-4.5142e-09,-5.4286e-09,6.4992e-09,0,-2.7576e-08,-2.1718e-08,-3.5764e-07,-1.4357e-06,-3.2253e-06,-3.1766e-06,5.5872e-06,3.329e-05,8.3421e-05,0.00013766,0.0001635,0.0001504,9.4376e-05,-1.1064e-05,-0.00029051,-0.0007629,-0.0011742,-0.0012308,-0.00084826,-0.00017138,0.00057715,0.0012635,0.0017872,0.0020717,0.0020718,0.0017856,0.0012574,0.00057906,-0.0001627,-0.00087407,-0.0014393,-0.0017511,-0.0017329,-0.001359,-0.00067217,0.00019738,0.0010449,0.0016483,0.0018977,0.001787,0.0013701,0.00074426,-0.00015284,-0.0013347,-0.0024689,-0.0031181,-0.0030528,-0.0023542,-0.0012896,-0.00019146,0.00069263,0.0012829,0.0015878,0.0016641,0.0015756,0.0013657,0.0010767,0.00075408,0.00044153,0.00016841,-5.1537e-05,-0.00021062,-0.00030677,-0.00034519,-0.00033505,-0.00028972,-0.00022395,-0.00015093,-8.1635e-05,-2.4013e-05,1.8538e-05,4.4897e-05,5.6853e-05,5.7625e-05,5.0747e-05,3.9759e-05,2.7542e-05,1.6176e-05,6.8833e-06,9.7728e-08,-4.1535e-06,-6.2642e-06,-6.7402e-06,-6.1424e-06,-4.9724e-06,-3.6057e-06,-2.2722e-06,-1.1652e-06,-4.108e-07
-2.1343e-09,-3.9893e-09,0,2.0374e-09,-2.5051e-09,-3.0666e-09,1.1212e-08,-9.0686e-09,1.6431e-08,-6.5864e-09,-7.8853e-09,9.3986e-09,0,-3.9526e-08,-3.0991e-08,-5.0808e-07,-2.0306e-06,-4.5415e-06,-4.4531e-06,7.7976e-06,4.6254e-05,0.00011539,0.00018957,0.00022416,0.00020529,0.00012825,-1.4968e-05,-0.00039128,-0.001023,-0.0015676,-0.0016357,-0.0011224,-0.00022576,0.00075688,0.0016496,0.002323,0.0026808,0.0026691,0.0022902,0.0016056,0.00073613,-0.00020592,-0.0011013,-0.0018054,-0.0021868,-0.0021545,-0.0016822,-0.00082832,0.00024216,0.0012762,0.0020043,0.0022973,0.0021537,0.0016439,0.00088907,-0.00018176,-0.0015803,-0.0029102,-0.0036591,-0.0035666,-0.0027383,-0.0014933,-0.00022072,0.00079495,0.0014659,0.0018062,0.0018846,0.0017765,0.001533,0.0012032,0.00083896,0.00048905,0.0001857,-5.6578e-05,-0.0002302,-0.0003338,-0.00037394,-0.00036135,-0.00031107,-0.00023939,-0.00016062,-8.6491e-05,-2.5329e-05,1.9467e-05,4.6938e-05,5.9173e-05,5.9711e-05,5.235e-05,4.0834e-05,2.8161e-05,1.6466e-05,6.9756e-06,9.8601e-08,-4.172e-06,-6.2642e-06,-6.7103e-06,-6.088e-06,-4.9065e-06,-3.5421e-06,-2.2223e-06,-1.1345e-06
-3.6096e-08,-3.2125e-09,-5.9779e-09,0,3.026e-09,-3.7041e-09,-4.5142e-09,1.6431e-08,-1.3231e-08,2.3867e-08,-9.5248e-09,-1.1353e-08,1.3471e-08,0,-5.6152e-08,-4.3833e-08,-7.1541e-07,-2.8466e-06,-6.3382e-06,-6.1872e-06,1.0786e-05,6.3698e-05,0.00015821,0.00025876,0.00030461,0.00027772,0.00017273,-2.007e-05,-0.00052233,-0.0013595,-0.0020741,-0.0021547,-0.0014719,-0.00029475,0.00098381,0.0021346,0.0029927,0.0034384,0.0034082,0.0029114,0.002032,0.00092752,-0.00025831,-0.0013754,-0.0022447,-0.0027068,-0.002655,-0.0020638,-0.0010117,0.00029446,0.001545,0.0024156,0.0027565,0.0025728,0.0019551,0.0010526,-0.00021425,-0.0018545,-0.0034,-0.004256,-0.00413,-0.0031568,-0.0017139,-0.0002522,0.00090431,0.0016601,0.0020365,0.0021155,0.0019853,0.0017055,0.0013327,0.00092514,0.00053689,0.00020297,-6.1564e-05,-0.00024937,-0.00036,-0.0004015,-0.00038626,-0.00033104,-0.00025363,-0.00016942,-9.0824e-05,-2.648e-05,2.0262e-05,4.8637e-05,6.1043e-05,6.1324e-05,5.3527e-05,4.1566e-05,2.8539e-05,1.6613e-05,7.0067e-06,9.8601e-08,-4.1535e-06,-6.2087e-06,-6.6214e-06,-5.9808e-06,-4.7987e-06,-3.4489e-06,-2.1542e-06
-1.4882e-07,-5.4089e-08,-4.7925e-09,-8.8784e-09,0,4.4544e-09,-5.4286e-09,-6.5864e-09,2.3867e-08,-1.9134e-08,3.4362e-08,-1.3652e-08,-1.62e-08,1.9138e-08,0,-7.9066e-08,-6.1446e-08,-9.9844e-07,-3.9551e-06,-8.7674e-06,-8.5206e-06,1.4788e-05,8.6944e-05,0.00021499,0.00035006,0.00041027,0.0003724,0.00023059,-2.6674e-05,-0.00069111,-0.0017909,-0.00272,-0.0028131,-0.0019132,-0.00038142,0.0012674,0.0027379,0.0038214,0.0043711,0.0043135,0.0036683,0.002549,0.0011583,-0.00032116,-0.0017025,-0.0027662,-0.0033209,-0.0032428,-0.0025096,-0.0012248,0.0003549,0.0018538,0.0028856,0.0032782,0.0030461,0.0023045,0.0012353,-0.00025031,-0.002157,-0.003937,-0.0049065,-0.0047401,-0.003607,-0.0019497,-0.00028562,0.0010196,0.0018635,0.0022759,0.0023536,0.002199,0.0018807,0.0014631,0.0010111,0.0005842,0.00021987,-6.6395e-05,-0.00026775,-0.00038481,-0.00042728,-0.00040924,-0.00034918,-0.00026634,-0.00017712,-9.4531e-05,-2.7438e-05,2.0902e-05,4.9951e-05,6.2415e-05,6.2424e-05,5.4245e-05,4.1937e-05,2.8666e-05,1.6613e-05,6.9756e-06,9.7728e-08,-4.0984e-06,-6.0993e-06,-6.4759e-06,-5.8234e-06,-4.6517e-06,-3.3284e-06
